村居委代码,辖区,乡镇街道,村居委会,常驻总人口,常驻户籍人口,常驻流动人口
3.10E+11,徐汇区,凌云路街道,梅陇七村居委会,3127,1016,2111
3.10E+11,徐汇区,凌云路街道,梅陇八村居委会,2687,801,1886
3.10E+11,徐汇区,凌云路街道,梅陇九村居委会,3702,902,2800
3.10E+11,徐汇区,凌云路街道,梅陇十村居委会,4345,896,3449
3.10E+11,徐汇区,凌云路街道,梅陇十一村第一居委会,2300,639,1661
3.10E+11,徐汇区,凌云路街道,梅陇十一村第二居委会,4471,1155,3316
3.10E+11,徐汇区,凌云路街道,和平居委会,3760,984,2776
3.10E+11,徐汇区,凌云路街道,陇南居委会,2612,643,1969
3.10E+11,徐汇区,凌云路街道,梅苑第一居委会,2091,709,1382
3.10E+11,徐汇区,凌云路街道,梅苑第二居委会,3014,818,2196
3.10E+11,徐汇区,凌云路街道,龙州居委会,4013,922,3091
3.10E+11,徐汇区,凌云路街道,闵朱居委会,2899,406,2493
3.10E+11,徐汇区,凌云路街道,金塘居委会,4004,1534,2470
3.10E+11,徐汇区,凌云路街道,华东理工大学第一居委会,13443,7688,5755
3.10E+11,徐汇区,凌云路街道,华东理工大学第二居委会,1366,511,855
3.10E+11,徐汇区,凌云路街道,舒乐居委会,2416,411,2005
3.10E+11,徐汇区,凌云路街道,家乐苑居委会,2427,603,1824
3.10E+11,徐汇区,凌云路街道,长陇苑居委会,1214,304,910
3.10E+11,徐汇区,凌云路街道,闵秀居委会,2689,741,1948
3.10E+11,徐汇区,凌云路街道,兴荣苑居委会,3788,764,3024
3.10E+11,徐汇区,凌云路街道,书香苑居委会,2009,714,1295
3.10E+11,徐汇区,凌云路街道,华理苑居委会,2352,743,1609
3.10E+11,徐汇区,凌云路街道,梅陇三村居委会,5128,1586,3542
3.10E+11,徐汇区,凌云路街道,梅陇四村居委会,6870,1939,4931
3.10E+11,徐汇区,凌云路街道,梅陇五村居委会,4377,1272,3105
3.10E+11,徐汇区,凌云路街道,梅陇六村居委会,2749,805,1944
3.10E+11,徐汇区,凌云路街道,凌云新村居委会,4963,1626,3337
3.10E+11,徐汇区,凌云路街道,阳光居委会,4197,578,3619
3.10E+11,徐汇区,龙华街道,周家湾居委会,3439,1015,2424
3.10E+11,徐汇区,龙华街道,龙华新村居委会,1021,223,798
3.10E+11,徐汇区,龙华街道,上缝新村居委会,4221,1065,3156
3.10E+11,徐汇区,龙华街道,俞家湾第二居委会,2233,540,1693
3.10E+11,徐汇区,龙华街道,俞家湾第一居委会,2341,606,1735
3.10E+11,徐汇区,龙华街道,龙南三、四村居委会,7219,3021,4198
3.10E+11,徐汇区,龙华街道,龙南七村居委会,5323,2830,2493
3.10E+11,徐汇区,龙华街道,丰谷路居委会,4105,1263,2842
3.10E+11,徐汇区,龙华街道,丰谷路第三居委会,3337,1424,1913
3.10E+11,徐汇区,龙华街道,东蔡居委会,1134,689,445
3.10E+11,徐汇区,龙华街道,龙南第五居委会,4430,1178,3252
3.10E+11,徐汇区,龙华街道,龙南第六居委会,3632,1064,2568
3.10E+11,徐汇区,龙华街道,俞家湾第三居委会,1544,469,1075
3.10E+11,徐汇区,龙华街道,机场新村居委会,3140,1692,1448
3.10E+11,徐汇区,龙华街道,狮城花苑居委会,2441,592,1849
3.10E+11,徐汇区,龙华街道,云锦路居委会,2960,1403,1557
3.10E+11,徐汇区,龙华街道,滨江居委会,6196,1314,4882
3.10E+11,徐汇区,龙华街道,民苑居委会,3982,947,3035
3.10E+11,徐汇区,龙华街道,华容路居委会,2428,498,1930
3.10E+11,徐汇区,龙华街道,汇龙居委会,4538,806,3732
3.10E+11,徐汇区,龙华街道,盛大花苑第一居委会,5326,547,4779
3.10E+11,徐汇区,龙华街道,强生花苑居委会,1878,419,1459
3.10E+11,徐汇区,龙华街道,樟树苑居委会,4983,3023,1960
3.10E+11,徐汇区,漕河泾街道,习勤居委会,1899,708,1191
3.10E+11,徐汇区,漕河泾街道,漕溪四村居委会,4867,2362,2505
3.10E+11,徐汇区,漕河泾街道,九弄居委会,3062,815,2247
3.10E+11,徐汇区,漕河泾街道,科苑居委会,6255,1757,4498
3.10E+11,徐汇区,漕河泾街道,冠生园居委会,3832,1120,2712
3.10E+11,徐汇区,漕河泾街道,凯翔居委会,3196,917,2279
3.10E+11,徐汇区,漕河泾街道,薛家宅居委会,3683,1266,2417
3.10E+11,徐汇区,漕河泾街道,康健路居委会,2713,747,1966
3.10E+11,徐汇区,漕河泾街道,金谷园居委会,2929,900,2029
3.10E+11,徐汇区,漕河泾街道,龙漕居委会,2972,909,2063
3.10E+11,徐汇区,漕河泾街道,南一村第一居委会,4324,1200,3124
3.10E+11,徐汇区,漕河泾街道,南一村第二居委会,3291,1514,1777
3.10E+11,徐汇区,漕河泾街道,中海馨园居委会,3268,650,2618
3.10E+11,徐汇区,漕河泾街道,宏润花园居委会,3025,756,2269
3.10E+11,徐汇区,漕河泾街道,梓树园居委会,1789,391,1398
3.10E+11,徐汇区,漕河泾街道,佳友居委会,3492,820,2672
3.10E+11,徐汇区,漕河泾街道,华富居委会,4723,1561,3162
3.10E+11,徐汇区,漕河泾街道,挹翠苑居委会,2658,574,2084
3.10E+11,徐汇区,漕河泾街道,张家园居委会,3838,1267,2571
3.10E+11,徐汇区,漕河泾街道,东泉路居委会,5330,2083,3247
3.10E+11,徐汇区,漕河泾街道,东荡居委会,3162,1023,2139
3.10E+11,徐汇区,漕河泾街道,金牛居委会,6532,3086,3446
3.10E+11,徐汇区,漕河泾街道,罗城居委会,3241,958,2283
3.10E+11,徐汇区,漕河泾街道,正南花苑居委会,3054,1083,1971
3.10E+11,徐汇区,漕河泾街道,嘉萱苑居委会,2836,615,2221
3.10E+11,徐汇区,漕河泾街道,宾阳路居委会,6730,1870,4860
3.10E+11,徐汇区,漕河泾街道,漕东居委会,3949,1242,2707
3.10E+11,徐汇区,漕河泾街道,月河居委会,2319,391,1928
3.10E+11,徐汇区,漕河泾街道,馨汇南苑居委会,2806,1010,1796
3.10E+11,徐汇区,漕河泾街道,公园道居民委员会,6504,2566,3938
3.10E+11,徐汇区,华泾镇,华建居委会,3844,1608,2236
3.10E+11,徐汇区,华泾镇,大桥居委会,5253,1611,3642
3.10E+11,徐汇区,华泾镇,华泾四村居委会,3049,986,2063
3.10E+11,徐汇区,华泾镇,华发居委会,5452,1656,3796
3.10E+11,徐汇区,华泾镇,华阳居委会,5552,1443,4109
3.10E+11,徐汇区,华泾镇,沙家浜居委会,2772,1057,1715
3.10E+11,徐汇区,华泾镇,名苑居委会,2762,766,1996
3.10E+11,徐汇区,华泾镇,华泾五村居委会,3655,1059,2596
3.10E+11,徐汇区,华泾镇,光华绿苑居委会,3643,1088,2555
3.10E+11,徐汇区,华泾镇,华欣家园居委会,6519,2599,3920
3.10E+11,徐汇区,华泾镇,明丰居委会,3862,1309,2553
3.10E+11,徐汇区,华泾镇,华臻居委会,2902,858,2044
3.10E+11,徐汇区,华泾镇,漓江山水居委会,2148,401,1747
3.10E+11,徐汇区,华泾镇,华泾绿苑居委会,6094,2865,3229
3.10E+11,徐汇区,华泾镇,馨宁居委会,7653,3861,3792
3.10E+11,徐汇区,华泾镇,印象旭辉居委会,3577,745,2832
3.10E+11,徐汇区,华泾镇,盛华景苑居委会,6170,3864,2306
3.10E+11,徐汇区,漕河泾新兴技术开发区,漕河泾新兴技术开发区虚拟社区,2651,2241,410
3.10E+11,长宁区,华阳路街道,华阳路一居委会,3790,1088,2702
3.10E+11,长宁区,华阳路街道,华阳路二居委会,1548,529,1019
3.10E+11,长宁区,华阳路街道,华阳路三居委会,2587,722,1865
3.10E+11,长宁区,华阳路街道,华阳路四居委会,2346,790,1556
3.10E+11,长宁区,华阳路街道,华阳路五居委会,4059,1182,2877
3.10E+11,长宁区,华阳路街道,华院居委会,1186,379,807
3.10E+11,长宁区,华阳路街道,秀水居委会,3227,1149,2078
3.10E+11,长宁区,华阳路街道,长宁路一居委会,5036,1243,3793
3.10E+11,长宁区,华阳路街道,长宁支路二居委会,1604,586,1018
3.10E+11,长宁区,华阳路街道,长宁路二居委会,3805,1188,2617
3.10E+11,长宁区,华阳路街道,苏一居委会,3280,1104,2176
3.10E+11,长宁区,华阳路街道,潘东居委会,2353,1037,1316
3.10E+11,长宁区,华阳路街道,潘西居委会,6283,2638,3645
3.10E+11,长宁区,华阳路街道,陶家宅居委会,3618,1415,2203
3.10E+11,长宁区,华阳路街道,徐家宅居委会,3932,1390,2542
3.10E+11,长宁区,华阳路街道,姚家角居委会,2726,1056,1670
3.10E+11,长宁区,华阳路街道,建宁居委会,4282,1056,3226
3.10E+11,长宁区,华阳路街道,潘中居委会,3213,1085,2128
3.10E+11,长宁区,华阳路街道,天诚居委会,3441,1208,2233
3.10E+11,长宁区,华阳路街道,飞乐居委会,1418,538,880
3.10E+11,长宁区,华阳路街道,西一居委会,3647,1443,2204
3.10E+11,长宁区,江苏路街道,岐山居委会,4142,1307,2835
3.10E+11,长宁区,江苏路街道,江苏居委会,4955,1729,3226
3.10E+11,长宁区,江苏路街道,万村居委会,4487,1445,3042
3.10E+11,长宁区,江苏路街道,南汪居委会,3305,895,2410
3.10E+11,长宁区,江苏路街道,东浜居委会,3046,1043,2003
3.10E+11,长宁区,江苏路街道,愚三居委会,2531,591,1940
3.10E+11,长宁区,江苏路街道,曹家堰居委会,2386,681,1705
3.10E+11,长宁区,江苏路街道,西浜居委会,4439,1217,3222
3.10E+11,长宁区,江苏路街道,福世居委会,4427,1227,3200
3.10E+11,长宁区,江苏路街道,长新居委会,3346,850,2496
3.10E+11,长宁区,江苏路街道,华山居委会,2121,414,1707
3.10E+11,长宁区,江苏路街道,利西居委会,5160,1867,3293
3.10E+11,长宁区,江苏路街道,北汪居委会,6767,1922,4845
3.10E+11,长宁区,新华路街道,番禺居委会,4799,1360,3439
3.10E+11,长宁区,新华路街道,牛桥居委会,3059,1068,1991
3.10E+11,长宁区,新华路街道,人民居委会,6075,1565,4510
3.10E+11,长宁区,新华路街道,西镇居委会,4613,1203,3410
3.10E+11,长宁区,新华路街道,杨宅居委会,6513,2103,4410
3.10E+11,长宁区,新华路街道,香花居委会,3289,1131,2158
3.10E+11,长宁区,新华路街道,新华居委会,3189,1137,2052
3.10E+11,长宁区,新华路街道,梅安居委会,4284,1242,3042
3.10E+11,长宁区,新华路街道,左家宅居委会,5638,1967,3671
3.10E+11,长宁区,新华路街道,田渡居委会,3369,825,2544
3.10E+11,长宁区,新华路街道,泰安居委会,1168,451,717
3.10E+11,长宁区,新华路街道,陈家巷居委会,4238,958,3280
3.10E+11,长宁区,新华路街道,东镇居委会,4548,1018,3530
3.10E+11,长宁区,新华路街道,红庄居委会,3109,736,2373
3.10E+11,长宁区,新华路街道,幸福居委会,3095,1051,2044
3.10E+11,长宁区,新华路街道,和平居委会,2807,991,1816
3.10E+11,长宁区,新华路街道,张家宅居委会,3492,1307,2185
3.10E+11,长宁区,周家桥街道,范北居委会,3173,963,2210
3.10E+11,长宁区,周家桥街道,三泾北宅居委会,1540,458,1082
3.10E+11,长宁区,周家桥街道,三泾南宅居委会,2826,800,2026
3.10E+11,长宁区,周家桥街道,武夷居委会,4217,763,3454
3.10E+11,长宁区,周家桥街道,沈家郎居委会,3850,1375,2475
3.10E+11,长宁区,周家桥街道,周一居委会,3365,908,2457
3.10E+11,长宁区,周家桥街道,周二居委会,4043,978,3065
3.10E+11,长宁区,周家桥街道,杨家宅居委会,2480,685,1795
3.10E+11,长宁区,周家桥街道,锦屏居委会,2300,710,1590
3.10E+11,长宁区,周家桥街道,古南居委会,2412,645,1767
3.10E+11,长宁区,周家桥街道,上海花城居委会,3858,695,3163
3.10E+11,长宁区,周家桥街道,虹桥新城居委会,3243,463,2780
3.10E+11,长宁区,周家桥街道,长宁新城居委会,2270,381,1889
3.10E+11,长宁区,周家桥街道,中山公寓居委会,2321,391,1930
3.10E+11,长宁区,周家桥街道,大家源居委会,3893,916,2977
3.10E+11,长宁区,周家桥街道,虹桥万博花园居委会,2319,376,1943
3.10E+11,长宁区,周家桥街道,春天花园居委会,2826,637,2189
3.10E+11,长宁区,周家桥街道,天山河畔花园居委会,4104,1031,3073
3.10E+11,长宁区,周家桥街道,仁恒河滨花园居委会,3003,919,2084
3.10E+11,长宁区,周家桥街道,天山华庭居委会,1662,449,1213
3.10E+11,长宁区,周家桥街道,新天地河滨花园居委会,1841,383,1458
3.10E+11,长宁区,天山路街道,天山二村居委会,2428,799,1629
3.10E+11,长宁区,天山路街道,天山三村居委会,3637,1451,2186
3.10E+11,长宁区,天山路街道,天山四村居委会,3673,1574,2099
3.10E+11,长宁区,天山路街道,茅台居委会,4664,1599,3065
3.10E+11,长宁区,天山路街道,仙霞居委会,2490,1091,1399
3.10E+11,长宁区,天山路街道,天山居委会,2214,1086,1128
3.10E+11,长宁区,天山路街道,天义居委会,3076,1274,1802
3.10E+11,长宁区,天山路街道,天支居委会,493,436,57
3.10E+11,长宁区,天山路街道,新光居委会,2758,1003,1755
3.10E+11,长宁区,天山路街道,新风居委会,3472,1302,2170
3.10E+11,长宁区,天山路街道,玉屏居委会,3441,1054,2387
3.10E+11,长宁区,天山路街道,遵义居委会,3397,1394,2003
3.10E+11,长宁区,天山路街道,友谊居委会,5422,1947,3475
3.10E+11,长宁区,天山路街道,紫云居委会,2080,918,1162
3.10E+11,长宁区,天山路街道,联建居委会,2737,1329,1408
3.10E+11,长宁区,天山路街道,中紫居委会,4979,1577,3402
3.10E+11,长宁区,天山路街道,延西居委会,8933,4052,4881
3.10E+11,长宁区,天山路街道,纺大居委会,5327,1764,3563
3.10E+11,长宁区,仙霞新村街道,天山五村一居委会,3727,1925,1802
3.10E+11,长宁区,仙霞新村街道,天山五村三居委会,3974,1736,2238
3.10E+11,长宁区,仙霞新村街道,芙蓉江路第一居委会,4011,1294,2717
3.10E+11,长宁区,仙霞新村街道,芙蓉江路第二居委会,1883,552,1331
3.10E+11,长宁区,仙霞新村街道,大金更居委会,3461,1260,2201
3.10E+11,长宁区,仙霞新村街道,天原二村居委会,3247,948,2299
3.10E+11,长宁区,仙霞新村街道,虹日居委会,3871,1463,2408
3.10E+11,长宁区,仙霞新村街道,虹古居委会,1796,742,1054
3.10E+11,长宁区,仙霞新村街道,虹纺居委会,2887,1110,1777
3.10E+11,长宁区,仙霞新村街道,虹霞居委会,3768,1242,2526
3.10E+11,长宁区,仙霞新村街道,虹旭居委会,2647,918,1729
3.10E+11,长宁区,仙霞新村街道,虹仙居委会,6137,2017,4120
3.10E+11,长宁区,仙霞新村街道,锦苑居委会,2664,960,1704
3.10E+11,长宁区,仙霞新村街道,仙逸居委会,6686,2293,4393
3.10E+11,长宁区,仙霞新村街道,仙二居委会,3146,1068,2078
3.10E+11,长宁区,仙霞新村街道,杜一居委会,2582,765,1817
3.10E+11,长宁区,仙霞新村街道,水霞居委会,5881,1545,4336
3.10E+11,长宁区,仙霞新村街道,古宋居委会,2605,702,1903
3.10E+11,长宁区,仙霞新村街道,茅台新苑居委会,3191,791,2400
3.10E+11,长宁区,仙霞新村街道,威宁居委会,4179,1190,2989
3.10E+11,长宁区,仙霞新村街道,虹景居委会,2621,922,1699
3.10E+11,长宁区,仙霞新村街道,茅台花苑居委会,3340,682,2658
3.10E+11,长宁区,仙霞新村街道,安龙居委会,2774,807,1967
3.10E+11,长宁区,虹桥街道,安东居委会,3487,1271,2216
3.10E+11,长宁区,虹桥街道,何家角居委会,4176,1465,2711
3.10E+11,长宁区,虹桥街道,长顺居委会,3960,1222,2738
3.10E+11,长宁区,虹桥街道,新顺居委会,2765,864,1901
3.10E+11,长宁区,虹桥街道,长虹居委会,2778,1018,1760
3.10E+11,长宁区,虹桥街道,虹南居委会,2047,717,1330
3.10E+11,长宁区,虹桥街道,虹桥居委会,3713,1256,2457
3.10E+11,长宁区,虹桥街道,爱建居委会,2957,898,2059
3.10E+11,长宁区,虹桥街道,伊犁居委会,4272,1626,2646
3.10E+11,长宁区,虹桥街道,虹储居委会,2366,667,1699
3.10E+11,长宁区,虹桥街道,虹许居委会,1816,508,1308
3.10E+11,长宁区,虹桥街道,虹梅居委会,4778,2115,2663
3.10E+11,长宁区,虹桥街道,荣华居委会,17864,5092,12772
3.10E+11,长宁区,虹桥街道,虹东居委会,3783,1168,2615
3.10E+11,长宁区,虹桥街道,中山居委会,4361,1650,2711
3.10E+11,长宁区,虹桥街道,虹欣居委会,3756,1172,2584
3.10E+11,长宁区,程家桥街道,程桥一村居委会,1944,666,1278
3.10E+11,长宁区,程家桥街道,程桥二村居委会,3634,1320,2314
3.10E+11,长宁区,程家桥街道,宝北居委会,3045,1051,1994
3.10E+11,长宁区,程家桥街道,机场新村居委会,6128,3590,2538
3.10E+11,长宁区,程家桥街道,王满泗桥居委会,4144,1404,2740
3.10E+11,长宁区,程家桥街道,南龚居委会,4449,2088,2361
3.10E+11,长宁区,程家桥街道,上航新村居委会,2980,1568,1412
3.10E+11,长宁区,程家桥街道,嘉利豪园居委会,2525,764,1761
3.10E+11,长宁区,北新泾街道,新泾一村一居委会,3465,1061,2404
3.10E+11,长宁区,北新泾街道,新泾一村二居委会,2330,647,1683
3.10E+11,长宁区,北新泾街道,新泾二村居委会,2335,652,1683
3.10E+11,长宁区,北新泾街道,新泾三村居委会,5196,1576,3620
3.10E+11,长宁区,北新泾街道,新泾四村居委会,3503,1240,2263
3.10E+11,长宁区,北新泾街道,新泾五村居委会,3894,994,2900
3.10E+11,长宁区,北新泾街道,新泾六村居委会,2600,708,1892
3.10E+11,长宁区,北新泾街道,新泾七村居委会,5555,2021,3534
3.10E+11,长宁区,北新泾街道,新泾八村居委会,2088,465,1623
3.10E+11,长宁区,北新泾街道,北翟路居委会,3598,1076,2522
3.10E+11,长宁区,北新泾街道,蒲松北路居委会,3324,784,2540
3.10E+11,长宁区,北新泾街道,哈密新村居委会,1273,543,730
3.10E+11,长宁区,北新泾街道,元丰花园居委会,3894,905,2989
3.10E+11,长宁区,北新泾街道,金平居委会,2930,1234,1696
3.10E+11,长宁区,北新泾街道,剑河家苑居委会,3962,1843,2119
3.10E+11,长宁区,新泾镇,刘家宅一居委会,5178,1188,3990
3.10E+11,长宁区,新泾镇,刘家宅二居委会,5537,1446,4091
3.10E+11,长宁区,新泾镇,刘家宅三居委会,6815,2054,4761
3.10E+11,长宁区,新泾镇,刘家宅四居委会,3356,844,2512
3.10E+11,长宁区,新泾镇,福泉路居委会,4386,1398,2988
3.10E+11,长宁区,新泾镇,淮阴路居委会,4798,1316,3482
3.10E+11,长宁区,新泾镇,淞虹二居委会,3549,785,2764
3.10E+11,长宁区,新泾镇,淞虹三居委会,6003,1364,4639
3.10E+11,长宁区,新泾镇,淞虹四居委会,3895,939,2956
3.10E+11,长宁区,新泾镇,淞虹五居委会,4121,878,3243
3.10E+11,长宁区,新泾镇,华松居委会,3546,947,2599
3.10E+11,长宁区,新泾镇,曙光居委会,3924,1044,2880
3.10E+11,长宁区,新泾镇,屈家桥居委会,5537,2995,2542
3.10E+11,长宁区,新泾镇,绿园一村居委会,3946,978,2968
